332,332,47,47,25
334,334,50,50,25
331,331,49,49,25
328,328,51,51,25
334,334,49,49,25
328,328,52,52,25
331,331,52,52,25
331,331,54,54,25
328,328,65,65,25
331,331,54,54,25
331,331,62,62,25
327,327,65,65,25
329,329,65,65,25
331,331,64,64,25
326,326,65,65,25
328,328,66,66,25
333,333,66,66,25
333,333,66,66,25
331,331,66,66,25
328,328,75,75,25
326,326,72,72,25
328,328,68,68,25
326,326,68,68,25
282,282,47,47,30
291,291,46,46,30
292,292,49,49,30
287,287,44,44,30
285,285,46,46,30
287,287,47,47,30
284,284,45,45,30
286,286,59,59,30
285,285,47,47,30
288,288,47,47,30
288,288,47,47,30
284,284,46,46,30
291,291,47,47,30
291,291,48,48,30
290,290,57,57,30
290,290,44,44,30
289,289,45,45,30
290,290,44,44,30
287,287,45,45,30
292,292,45,45,30
292,292,60,60,30
295,295,64,64,30
289,289,68,68,30
287,287,64,64,30
288,288,61,61,30
289,289,67,67,30
287,287,64,64,30
282,282,65,65,30
282,282,61,61,30
283,283,47,47,30
282,282,61,61,30
282,282,61,61,30
285,285,63,63,30
283,283,61,61,30
282,282,63,63,30
283,283,48,48,30
283,283,45,45,30
284,284,65,65,30
285,285,66,66,30
284,284,65,65,30
286,286,59,59,30
286,286,66,66,30
281,281,62,62,30
281,281,64,64,30
284,284,59,59,30
285,285,47,47,30
290,290,61,61,30
285,285,43,43,30
288,288,61,61,30
285,285,65,65,30
286,286,61,61,30
281,281,59,59,30
289,289,61,61,30
287,287,59,59,30
286,286,46,46,30
285,285,58,58,30
283,283,45,45,30
284,284,47,47,30
284,284,48,48,30
281,281,45,45,30
281,281,58,58,30
287,287,47,47,30
289,289,47,47,30
288,288,46,46,30
287,287,45,45,30
281,281,47,47,30
290,290,46,46,30
288,288,59,59,30
286,286,47,47,30
285,285,50,50,30
286,286,44,44,30
282,282,59,59,30
287,287,61,61,30
286,286,61,61,30
286,286,58,58,30
287,287,63,63,30
295,295,63,63,30
285,285,62,62,30
292,292,43,43,30
283,283,60,60,30
283,283,60,60,30
280,280,57,57,30
285,285,59,59,30
286,286,44,44,30
284,284,46,46,30
286,286,46,46,30
286,286,46,46,30
285,285,59,59,30
286,286,46,46,30
286,286,44,44,30
285,285,59,59,30
286,286,58,58,30
281,281,56,56,30
281,281,57,57,30
281,281,60,60,30
284,284,46,46,30
282,282,60,60,30
285,285,45,45,30
278,278,59,59,30
279,279,61,61,30
248,248,55,55,35
247,247,49,49,35
245,245,52,52,35
240,240,51,51,35
243,243,51,51,35
249,249,39,39,35
247,247,51,51,35
245,245,50,50,35
244,244,51,51,35
248,248,42,42,35
241,241,51,51,35
241,241,53,53,35
248,248,50,50,35
244,244,54,54,35
242,242,54,54,35
250,250,49,49,35
249,249,51,51,35
246,246,50,50,35
251,251,50,50,35
253,253,52,52,35
252,252,52,52,35
254,254,51,51,35
255,255,50,50,35
252,252,52,52,35
253,253,52,52,35
252,252,51,51,35
249,249,53,53,35
250,250,52,52,35
248,248,43,43,35
249,249,52,52,35
248,248,50,50,35
250,250,51,51,35
249,249,56,56,35
248,248,53,53,35
246,246,52,52,35
249,249,55,55,35
244,244,41,41,35
253,253,56,56,35
256,256,43,43,35
251,251,54,54,35
250,250,52,52,35
249,249,53,53,35
249,249,53,53,35
248,248,45,45,35
248,248,53,53,35
255,255,53,53,35
255,255,53,53,35
248,248,53,53,35
253,253,53,53,35
252,252,44,44,35
257,257,52,52,35
254,254,44,44,35
253,253,51,51,35
256,256,52,52,35
253,253,52,52,35
253,253,51,51,35
256,256,39,39,35
249,249,54,54,35
253,253,52,52,35
261,261,53,53,35
262,262,40,40,35
261,261,51,51,35
258,258,51,51,35
258,258,37,37,35
258,258,39,39,35
253,253,52,52,35
254,254,44,44,35
254,254,53,53,35
254,254,42,42,35
251,251,42,42,35
252,252,53,53,35
251,251,55,55,35
255,255,55,55,35
254,254,59,59,35
251,251,56,56,35
254,254,56,56,35
248,248,55,55,35
253,253,56,56,35
253,253,57,57,35
258,258,51,51,35
257,257,52,52,35
253,253,40,40,35
258,258,53,53,35
256,256,51,51,35
256,256,36,36,35
256,256,54,54,35
255,255,41,41,35
254,254,53,53,35
255,255,42,42,35
254,254,39,39,35
255,255,42,42,35
253,253,53,53,35
253,253,44,44,35
254,254,52,52,35
256,256,58,58,35
256,256,53,53,35
256,256,42,42,35
256,256,43,43,35
255,255,58,58,35
258,258,58,58,35
212,212,45,45,40
211,211,44,44,40
210,210,45,45,40
211,211,36,36,40
210,210,46,46,40
209,209,46,46,40
209,209,34,34,40
209,209,45,45,40
213,213,46,46,40
212,212,45,45,40
211,211,46,46,40
209,209,40,40,40
210,210,45,45,40
210,210,45,45,40
212,212,44,44,40
208,208,45,45,40
209,209,46,46,40
213,213,46,46,40
212,212,44,44,40
214,214,48,48,40
213,213,49,49,40
207,207,48,48,40
207,207,48,48,40
211,211,45,45,40
212,212,45,45,40
212,212,45,45,40
215,215,45,45,40
215,215,45,45,40
214,214,45,45,40
213,213,46,46,40
212,212,45,45,40
211,211,45,45,40
209,209,46,46,40
210,210,44,44,40
212,212,46,46,40
214,214,47,47,40
214,214,45,45,40
217,217,45,45,40
214,214,46,46,40
217,217,49,49,40
218,218,48,48,40
219,219,45,45,40
218,218,44,44,40
216,216,48,48,40
219,219,47,47,40
215,215,47,47,40
217,217,45,45,40
215,215,47,47,40
216,216,47,47,40
215,215,47,47,40
214,214,48,48,40
217,217,48,48,40
216,216,46,46,40
221,221,47,47,40
223,223,33,33,40
221,221,46,46,40
223,223,45,45,40
223,223,47,47,40
221,221,45,45,40
220,220,48,48,40
217,217,49,49,40
218,218,50,50,40
218,218,49,49,40
216,216,49,49,40
221,221,45,45,40
223,223,45,45,40
222,222,42,42,40
219,219,46,46,40
223,223,51,51,40
223,223,45,45,40
221,221,50,50,40
218,218,46,46,40
220,220,44,44,40
221,221,46,46,40
222,222,46,46,40
222,222,47,47,40
222,222,47,47,40
219,219,47,47,40
220,220,50,50,40
217,217,48,48,40
221,221,26,26,40
221,221,48,48,40
222,222,46,46,40
221,221,46,46,40
221,221,47,47,40
220,220,46,46,40
221,221,45,45,40
219,219,45,45,40
221,221,46,46,40
221,221,47,47,40
221,221,47,47,40
219,219,51,51,40
221,221,49,49,40
220,220,51,51,40
220,220,50,50,40
220,220,54,54,40
220,220,50,50,40
221,221,43,43,40
221,221,38,38,40
221,221,45,45,40
169,169,32,32,50
169,169,32,32,50
168,168,37,37,50
166,166,33,33,50
171,171,37,37,50
173,173,31,31,50
172,172,32,32,50
171,171,33,33,50
173,173,26,26,50
177,177,32,32,50
179,179,25,25,50
182,182,33,33,50
176,176,33,33,50
176,176,34,34,50
176,176,36,36,50
175,175,36,36,50
176,176,34,34,50
176,176,35,35,50
174,174,34,34,50
175,175,32,32,50
174,174,32,32,50
173,173,34,34,50
170,170,42,42,50
174,174,36,36,50
176,176,33,33,50
173,173,35,35,50
171,171,33,33,50
176,176,34,34,50
173,173,33,33,50
175,175,35,35,50
174,174,34,34,50
174,174,32,32,50
174,174,32,32,50
174,174,35,35,50
174,174,35,35,50
175,175,44,44,50
173,173,34,34,50
177,177,35,35,50
177,177,34,34,50
175,175,33,33,50
176,176,40,40,50
178,178,33,33,50
174,174,35,35,50
174,174,34,34,50
175,175,35,35,50
175,175,34,34,50
176,176,34,34,50
172,172,33,33,50
178,178,36,36,50
176,176,34,34,50
179,179,35,35,50
178,178,33,33,50
176,176,35,35,50
171,171,35,35,50
177,177,32,32,50
179,179,26,26,50
178,178,28,28,50
177,177,24,24,50
177,177,32,32,50
175,175,35,35,50
177,177,38,38,50
175,175,34,34,50
177,177,36,36,50
178,178,33,33,50
179,179,32,32,50
178,178,30,30,50
180,180,34,34,50
179,179,40,40,50
175,175,38,38,50
179,179,35,35,50
178,178,38,38,50
177,177,37,37,50
182,182,37,37,50
173,173,33,33,50
182,182,34,34,50
179,179,35,35,50
179,179,36,36,50
177,177,32,32,50
181,181,32,32,50
179,179,36,36,50
176,176,35,35,50
176,176,32,32,50
175,175,33,33,50
178,178,34,34,50
177,177,33,33,50
175,175,34,34,50
175,175,84,84,50
175,175,35,35,50
174,174,36,36,50
175,175,37,37,50
176,176,34,34,50
177,177,34,34,50
177,177,34,34,50
176,176,34,34,50
175,175,36,36,50
177,177,35,35,50
173,173,34,34,50
178,178,34,34,50
175,175,37,37,50
177,177,33,33,50
140,140,27,27,60
146,146,27,27,60
145,145,27,27,60
145,145,28,28,60
145,145,27,27,60
145,145,26,26,60
142,142,25,25,60
144,144,26,26,60
144,144,26,26,60
145,145,25,25,60
145,145,26,26,60
144,144,26,26,60
147,147,28,28,60
145,145,26,26,60
145,145,26,26,60
143,143,27,27,60
144,144,27,27,60
145,145,27,27,60
141,141,29,29,60
145,145,26,26,60
146,146,26,26,60
148,148,27,27,60
144,144,26,26,60
144,144,26,26,60
144,144,28,28,60
146,146,26,26,60
148,148,27,27,60
147,147,25,25,60
147,147,25,25,60
144,144,27,27,60
143,143,26,26,60
143,143,25,25,60
144,144,27,27,60
146,146,28,28,60
148,148,28,28,60
146,146,26,26,60
145,145,26,26,60
145,145,27,27,60
146,146,26,26,60
143,143,26,26,60
140,140,26,26,60
140,140,27,27,60
147,147,25,25,60
144,144,28,28,60
144,144,26,26,60
146,146,27,27,60
146,146,26,26,60
144,144,26,26,60
140,140,28,28,60
144,144,30,30,60
142,142,28,28,60
144,144,28,28,60
142,142,30,30,60
145,145,29,29,60
145,145,29,29,60
146,146,28,28,60
143,143,24,24,60
145,145,24,24,60
142,142,23,23,60
140,140,26,26,60
141,141,25,25,60
142,142,26,26,60
135,135,28,28,60
140,140,25,25,60
137,137,25,25,60
139,139,26,26,60
140,140,24,24,60
141,141,25,25,60
144,144,26,26,60
142,142,26,26,60
143,143,22,22,60
144,144,26,26,60
146,146,26,26,60
145,145,28,28,60
144,144,27,27,60
141,141,26,26,60
140,140,25,25,60
145,145,28,28,60
143,143,27,27,60
140,140,26,26,60
143,143,26,26,60
141,141,27,27,60
139,139,26,26,60
141,141,27,27,60
142,142,26,26,60
141,141,27,27,60
142,142,27,27,60
145,145,27,27,60
142,142,25,25,60
142,142,27,27,60
140,140,25,25,60
140,140,26,26,60
140,140,26,26,60
143,143,24,24,60
142,142,25,25,60
141,141,26,26,60
142,142,24,24,60
142,142,26,26,60
141,141,24,24,60
139,139,24,24,60
123,123,24,24,70
124,124,23,23,70
124,124,24,24,70
120,120,25,25,70
125,125,23,23,70
124,124,25,25,70
123,123,25,25,70
123,123,24,24,70
123,123,25,25,70
124,124,26,26,70
122,122,25,25,70
121,121,24,24,70
127,127,24,24,70
119,119,24,24,70
122,122,24,24,70
123,123,26,26,70
125,125,24,24,70
127,127,24,24,70
123,123,25,25,70
124,124,26,26,70
124,124,22,22,70
122,122,24,24,70
123,123,25,25,70
125,125,25,25,70
122,122,23,23,70
124,124,26,26,70
127,127,25,25,70
125,125,25,25,70
126,126,23,23,70
125,125,24,24,70
123,123,23,23,70
130,130,24,24,70
127,127,23,23,70
124,124,25,25,70
125,125,25,25,70
125,125,24,24,70
124,124,25,25,70
124,124,25,25,70
126,126,24,24,70
130,130,26,26,70
128,128,25,25,70
127,127,23,23,70
126,126,23,23,70
126,126,25,25,70
128,128,24,24,70
121,121,22,22,70
126,126,24,24,70
126,126,23,23,70
127,127,29,29,70
124,124,25,25,70
125,125,24,24,70
125,125,24,24,70
131,131,24,24,70
128,128,25,25,70
128,128,24,24,70
132,132,24,24,70
126,126,25,25,70
127,127,25,25,70
129,129,24,24,70
124,124,25,25,70
125,125,25,25,70
123,123,24,24,70
126,126,25,25,70
124,124,26,26,70
124,124,24,24,70
124,124,24,24,70
122,122,24,24,70
123,123,25,25,70
120,120,25,25,70
123,123,21,21,70
124,124,24,24,70
124,124,23,23,70
124,124,25,25,70
125,125,23,23,70
122,122,25,25,70
126,126,24,24,70
124,124,25,25,70
123,123,24,24,70
127,127,25,25,70
124,124,25,25,70
125,125,24,24,70
124,124,24,24,70
125,125,24,24,70
123,123,25,25,70
124,124,26,26,70
125,125,25,25,70
124,124,23,23,70
122,122,25,25,70
123,123,25,25,70
123,123,24,24,70
126,126,24,24,70
124,124,25,25,70
127,127,24,24,70
126,126,26,26,70
126,126,24,24,70
125,125,27,27,70
126,126,26,26,70
127,127,26,26,70
127,127,25,25,70
126,126,25,25,70
108,108,24,24,80
106,106,22,22,80
108,108,21,21,80
103,103,23,23,80
111,111,22,22,80
106,106,22,22,80
109,109,22,22,80
112,112,24,24,80
108,108,24,24,80
111,111,24,24,80
112,112,23,23,80
107,107,22,22,80
108,108,23,23,80
110,110,24,24,80
110,110,21,21,80
110,110,22,22,80
110,110,22,22,80
106,106,23,23,80
110,110,23,23,80
109,109,22,22,80
111,111,22,22,80
112,112,25,25,80
113,113,23,23,80
110,110,22,22,80
113,113,22,22,80
109,109,23,23,80
112,112,22,22,80
112,112,20,20,80
113,113,22,22,80
112,112,24,24,80
110,110,21,21,80
109,109,22,22,80
113,113,23,23,80
115,115,23,23,80
112,112,24,24,80
108,108,23,23,80
109,109,23,23,80
110,110,21,21,80
107,107,22,22,80
109,109,23,23,80
112,112,23,23,80
111,111,22,22,80
112,112,24,24,80
111,111,24,24,80
115,115,26,26,80
113,113,22,22,80
116,116,24,24,80
114,114,22,22,80
111,111,24,24,80
114,114,24,24,80
112,112,23,23,80
113,113,23,23,80
109,109,23,23,80
110,110,24,24,80
112,112,25,25,80
110,110,22,22,80
111,111,23,23,80
110,110,24,24,80
112,112,24,24,80
112,112,24,24,80
113,113,22,22,80
115,115,24,24,80
111,111,23,23,80
112,112,25,25,80
110,110,22,22,80
110,110,23,23,80
111,111,22,22,80
109,109,23,23,80
110,110,23,23,80
111,111,24,24,80
112,112,23,23,80
112,112,23,23,80
112,112,23,23,80
111,111,22,22,80
111,111,22,22,80
111,111,22,22,80
111,111,22,22,80
111,111,23,23,80
112,112,24,24,80
114,114,23,23,80
112,112,24,24,80
116,116,23,23,80
112,112,24,24,80
111,111,24,24,80
110,110,23,23,80
110,110,24,24,80
110,110,23,23,80
112,112,23,23,80
108,108,22,22,80
110,110,22,22,80
110,110,21,21,80
112,112,21,21,80
111,111,23,23,80
110,110,25,25,80
110,110,24,24,80
109,109,22,22,80
112,112,24,24,80
111,111,24,24,80
108,108,24,24,80
111,111,23,23,80
91,91,23,23,90
91,91,23,23,90
91,91,23,23,90
96,96,23,23,90
96,96,23,23,90
96,96,24,24,90
96,96,24,24,90
96,96,22,22,90
95,95,22,22,90
95,95,22,22,90
95,95,23,23,90
93,93,23,23,90
95,95,23,23,90
95,95,21,21,90
92,92,22,22,90
92,92,22,22,90
92,92,22,22,90
90,90,22,22,90
92,92,22,22,90
93,93,22,22,90
93,93,22,22,90
92,92,22,22,90
93,93,24,24,90
90,90,23,23,90
95,95,24,24,90
99,99,24,24,90
90,90,22,22,90
93,93,23,23,90
99,99,23,23,90
90,90,22,22,90
93,93,22,22,90
90,90,21,21,90
90,90,23,23,90
93,93,23,23,90
91,91,24,24,90
93,93,21,21,90
90,90,24,24,90
90,90,23,23,90
90,90,22,22,90
90,90,24,24,90
91,91,23,23,90
93,94,23,23,90
94,94,23,23,90
95,95,22,22,90
94,94,22,22,90
91,91,22,22,90
91,91,23,23,90
94,94,22,22,90
91,91,25,25,90
94,94,23,23,90
94,94,23,23,90
90,90,22,22,90
93,93,22,22,90
93,93,24,24,90
93,93,22,22,90
91,91,23,23,90
91,91,22,22,90
91,91,22,22,90
91,91,22,22,90
91,91,22,22,90
91,91,22,22,90
90,90,24,24,90
90,90,24,24,90
92,92,23,23,90
92,92,22,22,90
95,95,22,22,90
90,90,23,23,90
90,90,22,22,90
90,90,21,21,90
90,95,23,23,90
92,92,21,21,90
90,90,21,21,90
90,90,24,24,90
90,90,24,24,90
90,90,22,22,90
91,91,22,22,90
91,91,23,23,90
91,91,23,23,90
92,92,23,23,90
99,99,23,23,90
91,91,24,24,90
91,91,22,22,90
92,92,24,24,90
92,92,22,22,90
92,92,22,22,90
95,95,23,23,90
95,95,24,24,90
98,98,23,23,90
95,95,22,22,90
95,95,24,24,90
95,95,24,24,90
95,95,22,22,90
91,91,24,24,90
91,91,23,23,90
99,99,23,23,90
95,95,23,23,90
91,91,22,22,90
95,95,23,23,90
95,95,23,23,90
91,91,22,22,90
